x,y,z
3.729999999885221769e+03,3.729999999885221769e+03,0.000000000000000000e+00
3.739999999882274096e+03,3.739999999882274096e+03,0.000000000000000000e+00
3.749999999879294137e+03,3.749999999879294137e+03,0.000000000000000000e+00
3.759999999876282345e+03,3.759999999876282345e+03,0.000000000000000000e+00
3.769999999873238721e+03,3.769999999873238721e+03,0.000000000000000000e+00
3.779999999870163265e+03,3.779999999870163265e+03,0.000000000000000000e+00
3.789999999867056431e+03,3.789999999867056431e+03,0.000000000000000000e+00
3.799999999863918219e+03,3.799999999863918219e+03,0.000000000000000000e+00
3.809999999860749085e+03,3.809999999860749085e+03,0.000000000000000000e+00
3.819999999857549028e+03,3.819999999857549028e+03,0.000000000000000000e+00
3.829999999854318048e+03,3.829999999854318048e+03,0.000000000000000000e+00
3.839999999851056600e+03,3.839999999851056600e+03,0.000000000000000000e+00
3.849999999847764684e+03,3.849999999847764684e+03,0.000000000000000000e+00
3.859999999844442300e+03,3.859999999844442300e+03,0.000000000000000000e+00
3.869999999841089902e+03,3.869999999841089902e+03,0.000000000000000000e+00
3.879999999837707492e+03,3.879999999837707492e+03,0.000000000000000000e+00
3.889999999834295068e+03,3.889999999834295068e+03,0.000000000000000000e+00
3.899999999830853085e+03,3.899999999830853085e+03,0.000000000000000000e+00
3.909999999827381544e+03,3.909999999827381544e+03,0.000000000000000000e+00
3.919999999823880444e+03,3.919999999823880444e+03,0.000000000000000000e+00
3.929999999820350240e+03,3.929999999820350240e+03,0.000000000000000000e+00
3.939999999816790933e+03,3.939999999816790933e+03,0.000000000000000000e+00
3.949999999813202976e+03,3.949999999813202976e+03,0.000000000000000000e+00
3.959999999809585916e+03,3.959999999809585916e+03,0.000000000000000000e+00
3.969999999805940206e+03,3.969999999805940206e+03,0.000000000000000000e+00
3.979999999802266302e+03,3.979999999802266302e+03,0.000000000000000000e+00
3.989999999798563749e+03,3.989999999798563749e+03,0.000000000000000000e+00
3.999999999794833002e+03,3.999999999794833002e+03,0.000000000000000000e+00
4.009999999791074060e+03,4.009999999791074060e+03,0.000000000000000000e+00
4.019999999787287379e+03,4.019999999787287379e+03,0.000000000000000000e+00
4.029999999783472958e+03,4.029999999783472958e+03,0.000000000000000000e+00
4.039999999779630798e+03,4.039999999779630798e+03,0.000000000000000000e+00
4.049999999775761353e+03,4.049999999775761353e+03,0.000000000000000000e+00
4.059999999771864168e+03,4.059999999771864168e+03,0.000000000000000000e+00
4.069999999767939698e+03,4.069999999767939698e+03,0.000000000000000000e+00
4.079999999763988399e+03,4.079999999763988399e+03,0.000000000000000000e+00
4.089999999760009814e+03,4.089999999760009814e+03,0.000000000000000000e+00
4.099999999756004399e+03,4.099999999756004399e+03,0.000000000000000000e+00
4.109999999751972609e+03,4.109999999751972609e+03,0.000000000000000000e+00
4.119999999747914444e+03,4.119999999747914444e+03,0.000000000000000000e+00
4.129999999743829903e+03,4.129999999743829903e+03,0.000000000000000000e+00
4.139999999739718987e+03,4.139999999739718987e+03,0.000000000000000000e+00
4.149999999735581696e+03,4.149999999735581696e+03,0.000000000000000000e+00
4.159999999731418029e+03,4.159999999731418029e+03,0.000000000000000000e+00
4.169999999727228897e+03,4.169999999727228897e+03,0.000000000000000000e+00
4.179999999723013389e+03,4.179999999723013389e+03,0.000000000000000000e+00
4.189999999718772415e+03,4.189999999718772415e+03,0.000000000000000000e+00
4.199999999714505975e+03,4.199999999714505975e+03,0.000000000000000000e+00
4.209999999710214070e+03,4.209999999710214070e+03,0.000000000000000000e+00
4.219999999705896698e+03,4.219999999705896698e+03,0.000000000000000000e+00
4.229999999701553861e+03,4.229999999701553861e+03,0.000000000000000000e+00
4.239999999697186468e+03,4.239999999697186468e+03,0.000000000000000000e+00
4.249999999692793608e+03,4.249999999692793608e+03,0.000000000000000000e+00
4.259999999688376192e+03,4.259999999688376192e+03,0.000000000000000000e+00
4.269999999683934220e+03,4.269999999683934220e+03,0.000000000000000000e+00
4.279999999679466782e+03,4.279999999679466782e+03,0.000000000000000000e+00
4.289999999674974788e+03,4.289999999674974788e+03,0.000000000000000000e+00
4.299999999670459147e+03,4.299999999670459147e+03,0.000000000000000000e+00
4.309999999665918949e+03,4.309999999665918949e+03,0.000000000000000000e+00
4.319999999661354195e+03,4.319999999661354195e+03,0.000000000000000000e+00
4.329999999656765794e+03,4.329999999656765794e+03,0.000000000000000000e+00
4.339999999652153747e+03,4.339999999652153747e+03,0.000000000000000000e+00
4.349999999647517143e+03,4.349999999647517143e+03,0.000000000000000000e+00
4.359999999642856892e+03,4.359999999642856892e+03,0.000000000000000000e+00
4.369999999638172994e+03,4.369999999638172994e+03,0.000000000000000000e+00
4.379999999633465450e+03,4.379999999633465450e+03,0.000000000000000000e+00
4.389999999628735168e+03,4.389999999628735168e+03,0.000000000000000000e+00
4.399999999623981239e+03,4.399999999623981239e+03,0.000000000000000000e+00
4.409999999619204573e+03,4.409999999619204573e+03,0.000000000000000000e+00
4.419999999614404260e+03,4.419999999614404260e+03,0.000000000000000000e+00
4.429999999609581209e+03,4.429999999609581209e+03,0.000000000000000000e+00
4.439999999604735422e+03,4.439999999604735422e+03,0.000000000000000000e+00
4.449999999599866896e+03,4.449999999599866896e+03,0.000000000000000000e+00
4.459999999594975634e+03,4.459999999594975634e+03,0.000000000000000000e+00
4.469999999590061634e+03,4.469999999590061634e+03,0.000000000000000000e+00
4.479999999585124897e+03,4.479999999585124897e+03,0.000000000000000000e+00
4.489999999580166332e+03,4.489999999580166332e+03,0.000000000000000000e+00
4.499999999575185029e+03,4.499999999575185029e+03,0.000000000000000000e+00
4.509999999570181899e+03,4.509999999570181899e+03,0.000000000000000000e+00
4.519999999565156031e+03,4.519999999565156031e+03,0.000000000000000000e+00
4.529999999560108336e+03,4.529999999560108336e+03,0.000000000000000000e+00
4.539999999555038812e+03,4.539999999555038812e+03,0.000000000000000000e+00
4.549999999549947461e+03,4.549999999549947461e+03,0.000000000000000000e+00
4.559999999544834282e+03,4.559999999544834282e+03,0.000000000000000000e+00
4.569999999539700184e+03,4.569999999539700184e+03,0.000000000000000000e+00
4.579999999534544258e+03,4.579999999534544258e+03,0.000000000000000000e+00
4.589999999529367415e+03,4.589999999529367415e+03,0.000000000000000000e+00
4.599999999524168743e+03,4.599999999524168743e+03,0.000000000000000000e+00
4.609999999518949153e+03,4.609999999518949153e+03,0.000000000000000000e+00
4.619999999513708644e+03,4.619999999513708644e+03,0.000000000000000000e+00
4.629999999508446308e+03,4.629999999508446308e+03,0.000000000000000000e+00
4.639999999503163053e+03,4.639999999503163053e+03,0.000000000000000000e+00
4.649999999497858880e+03,4.649999999497858880e+03,0.000000000000000000e+00
4.659999999492534698e+03,4.659999999492534698e+03,0.000000000000000000e+00
4.669999999487189598e+03,4.669999999487189598e+03,0.000000000000000000e+00
4.679999999481823579e+03,4.679999999481823579e+03,0.000000000000000000e+00
4.689999999476437551e+03,4.689999999476437551e+03,0.000000000000000000e+00
4.699999999471030605e+03,4.699999999471030605e+03,0.000000000000000000e+00
4.709999999465603651e+03,4.709999999465603651e+03,0.000000000000000000e+00
4.719999999460156687e+03,4.719999999460156687e+03,0.000000000000000000e+00
4.729999999454688805e+03,4.729999999454688805e+03,0.000000000000000000e+00
4.739999999449200914e+03,4.739999999449200914e+03,0.000000000000000000e+00
4.749999999443693014e+03,4.749999999443693014e+03,0.000000000000000000e+00
4.759999999438166014e+03,4.759999999438166014e+03,0.000000000000000000e+00
4.769999999432619006e+03,4.769999999432619006e+03,0.000000000000000000e+00
4.779999999427051989e+03,4.779999999427051989e+03,0.000000000000000000e+00
4.789999999421464963e+03,4.789999999421464963e+03,0.000000000000000000e+00
4.799999999415858838e+03,4.799999999415858838e+03,0.000000000000000000e+00
4.809999999410233613e+03,4.809999999410233613e+03,0.000000000000000000e+00
4.819999999404588380e+03,4.819999999404588380e+03,0.000000000000000000e+00
4.829999999398924047e+03,4.829999999398924047e+03,0.000000000000000000e+00
4.839999999393240614e+03,4.839999999393240614e+03,0.000000000000000000e+00
4.849999999387538082e+03,4.849999999387538082e+03,0.000000000000000000e+00
4.859999999381816451e+03,4.859999999381816451e+03,0.000000000000000000e+00
4.869999999376075721e+03,4.869999999376075721e+03,0.000000000000000000e+00
4.879999999370315891e+03,4.879999999370315891e+03,0.000000000000000000e+00
4.889999999364536961e+03,4.889999999364536961e+03,0.000000000000000000e+00
4.899999999358739842e+03,4.899999999358739842e+03,0.000000000000000000e+00
4.909999999352923624e+03,4.909999999352923624e+03,0.000000000000000000e+00
4.919999999347089215e+03,4.919999999347089215e+03,0.000000000000000000e+00
4.929999999341235707e+03,4.929999999341235707e+03,0.000000000000000000e+00
4.939999999335364009e+03,4.939999999335364009e+03,0.000000000000000000e+00
4.949999999329474122e+03,4.949999999329474122e+03,0.000000000000000000e+00
4.959999999323566044e+03,4.959999999323566044e+03,0.000000000000000000e+00
4.969999999317638867e+03,4.969999999317638867e+03,0.000000000000000000e+00
4.979999999311693500e+03,4.979999999311693500e+03,0.000000000000000000e+00
4.989999999305730853e+03,4.989999999305730853e+03,0.000000000000000000e+00
4.999999999299750016e+03,4.999999999299750016e+03,0.000000000000000000e+00
5.009999999293750989e+03,5.009999999293750989e+03,0.000000000000000000e+00
5.019999999287733772e+03,5.019999999287733772e+03,0.000000000000000000e+00
5.029999999281699274e+03,5.029999999281699274e+03,0.000000000000000000e+00
5.039999999275646587e+03,5.039999999275646587e+03,0.000000000000000000e+00
5.049999999269576620e+03,5.049999999269576620e+03,0.000000000000000000e+00
5.059999999263488462e+03,5.059999999263488462e+03,0.000000000000000000e+00
5.069999999257383024e+03,5.069999999257383024e+03,0.000000000000000000e+00
5.079999999251260306e+03,5.079999999251260306e+03,0.000000000000000000e+00
5.089999999245120307e+03,5.089999999245120307e+03,0.000000000000000000e+00
5.099999999238963028e+03,5.099999999238963028e+03,0.000000000000000000e+00
5.109999999232788468e+03,5.109999999232788468e+03,0.000000000000000000e+00
5.119999999226596628e+03,5.119999999226596628e+03,0.000000000000000000e+00
5.129999999220387508e+03,5.129999999220387508e+03,0.000000000000000000e+00
5.139999999214161107e+03,5.139999999214161107e+03,0.000000000000000000e+00
5.149999999207918336e+03,5.149999999207918336e+03,0.000000000000000000e+00
5.159999999201658284e+03,5.159999999201658284e+03,0.000000000000000000e+00
5.169999999195380951e+03,5.169999999195380951e+03,0.000000000000000000e+00
5.179999999189087248e+03,5.179999999189087248e+03,0.000000000000000000e+00
5.189999999182777174e+03,5.189999999182777174e+03,0.000000000000000000e+00
5.199999999176449819e+03,5.199999999176449819e+03,0.000000000000000000e+00
5.209999999170106094e+03,5.209999999170106094e+03,0.000000000000000000e+00
5.219999999163745997e+03,5.219999999163745997e+03,0.000000000000000000e+00
5.229999999157369530e+03,5.229999999157369530e+03,0.000000000000000000e+00
5.239999999150976691e+03,5.239999999150976691e+03,0.000000000000000000e+00
5.249999999144567482e+03,5.249999999144567482e+03,0.000000000000000000e+00
5.259999999138141902e+03,5.259999999138141902e+03,0.000000000000000000e+00
5.269999999131699951e+03,5.269999999131699951e+03,0.000000000000000000e+00
5.279999999125241629e+03,5.279999999125241629e+03,0.000000000000000000e+00
5.289999999118766937e+03,5.289999999118766937e+03,0.000000000000000000e+00
5.299999999112276782e+03,5.299999999112276782e+03,0.000000000000000000e+00
5.309999999105770257e+03,5.309999999105770257e+03,0.000000000000000000e+00
5.319999999099248271e+03,5.319999999099248271e+03,0.000000000000000000e+00
5.329999999092709913e+03,5.329999999092709913e+03,0.000000000000000000e+00
5.339999999086156095e+03,5.339999999086156095e+03,0.000000000000000000e+00
5.349999999079586814e+03,5.349999999079586814e+03,0.000000000000000000e+00
5.359999999073001163e+03,5.359999999073001163e+03,0.000000000000000000e+00
5.369999999066400051e+03,5.369999999066400051e+03,0.000000000000000000e+00
5.379999999059783477e+03,5.379999999059783477e+03,0.000000000000000000e+00
5.389999999053151441e+03,5.389999999053151441e+03,0.000000000000000000e+00
5.399999999046503945e+03,5.399999999046503945e+03,0.000000000000000000e+00
5.409999999039840986e+03,5.409999999039840986e+03,0.000000000000000000e+00
5.419999999033162567e+03,5.419999999033162567e+03,0.000000000000000000e+00
5.429999999026468686e+03,5.429999999026468686e+03,0.000000000000000000e+00
5.439999999019760253e+03,5.439999999019760253e+03,0.000000000000000000e+00
5.449999999013036359e+03,5.449999999013036359e+03,0.000000000000000000e+00
5.459999999006297003e+03,5.459999999006297003e+03,0.000000000000000000e+00
5.469999998999543095e+03,5.469999998999543095e+03,0.000000000000000000e+00
5.479999998992773726e+03,5.479999998992773726e+03,0.000000000000000000e+00
5.489999998985989805e+03,5.489999998985989805e+03,0.000000000000000000e+00
5.499999998979191332e+03,5.499999998979191332e+03,0.000000000000000000e+00
5.509999998972377398e+03,5.509999998972377398e+03,0.000000000000000000e+00
5.519999998965548912e+03,5.519999998965548912e+03,0.000000000000000000e+00
5.529999998958705874e+03,5.529999998958705874e+03,0.000000000000000000e+00
5.539999998951848283e+03,5.539999998951848283e+03,0.000000000000000000e+00
5.549999998944976142e+03,5.549999998944976142e+03,0.000000000000000000e+00
5.559999998938089448e+03,5.559999998938089448e+03,0.000000000000000000e+00
5.569999998931188202e+03,5.569999998931188202e+03,0.000000000000000000e+00
5.579999998924272404e+03,5.579999998924272404e+03,0.000000000000000000e+00
5.589999998917342054e+03,5.589999998917342054e+03,0.000000000000000000e+00
5.599999998910397153e+03,5.599999998910397153e+03,0.000000000000000000e+00
5.609999998903437699e+03,5.609999998903437699e+03,0.000000000000000000e+00
5.619999998896464604e+03,5.619999998896464604e+03,0.000000000000000000e+00
5.629999998889476956e+03,5.629999998889476956e+03,0.000000000000000000e+00
5.639999998882474756e+03,5.639999998882474756e+03,0.000000000000000000e+00
5.649999998875458914e+03,5.649999998875458914e+03,0.000000000000000000e+00
5.659999998868428520e+03,5.659999998868428520e+03,0.000000000000000000e+00
5.669999998861384483e+03,5.669999998861384483e+03,0.000000000000000000e+00
5.679999998854326805e+03,5.679999998854326805e+03,0.000000000000000000e+00
5.689999998847254574e+03,5.689999998847254574e+03,0.000000000000000000e+00
5.699999998840168701e+03,5.699999998840168701e+03,0.000000000000000000e+00
5.709999998833069185e+03,5.709999998833069185e+03,0.000000000000000000e+00
5.719999998825956027e+03,5.719999998825956027e+03,0.000000000000000000e+00
5.729999998818829226e+03,5.729999998818829226e+03,0.000000000000000000e+00
5.739999998811688783e+03,5.739999998811688783e+03,0.000000000000000000e+00
5.749999998804534698e+03,5.749999998804534698e+03,0.000000000000000000e+00
5.759999998797366970e+03,5.759999998797366970e+03,0.000000000000000000e+00
5.769999998790185600e+03,5.769999998790185600e+03,0.000000000000000000e+00
5.779999998782990588e+03,5.779999998782990588e+03,0.000000000000000000e+00
5.789999998775781933e+03,5.789999998775781933e+03,0.000000000000000000e+00
5.799999998768560545e+03,5.799999998768560545e+03,0.000000000000000000e+00
5.809999998761325514e+03,5.809999998761325514e+03,0.000000000000000000e+00
5.819999998754076842e+03,5.819999998754076842e+03,0.000000000000000000e+00
5.829999998746815436e+03,5.829999998746815436e+03,0.000000000000000000e+00
5.839999998739540388e+03,5.839999998739540388e+03,0.000000000000000000e+00
5.849999998732252607e+03,5.849999998732252607e+03,0.000000000000000000e+00
5.859999998724951183e+03,5.859999998724951183e+03,0.000000000000000000e+00
5.869999998717637027e+03,5.869999998717637027e+03,0.000000000000000000e+00
5.879999998710310138e+03,5.879999998710310138e+03,0.000000000000000000e+00
5.889999998702969606e+03,5.889999998702969606e+03,0.000000000000000000e+00
5.899999998695616341e+03,5.899999998695616341e+03,0.000000000000000000e+00
5.909999998688250344e+03,5.909999998688250344e+03,0.000000000000000000e+00
5.919999998680871613e+03,5.919999998680871613e+03,0.000000000000000000e+00
5.929999998673480150e+03,5.929999998673480150e+03,0.000000000000000000e+00
5.939999998666075953e+03,5.939999998666075953e+03,0.000000000000000000e+00
5.949999998658659024e+03,5.949999998658659024e+03,0.000000000000000000e+00
5.959999998651229362e+03,5.959999998651229362e+03,0.000000000000000000e+00
5.969999998643786967e+03,5.969999998643786967e+03,0.000000000000000000e+00
5.979999998636331838e+03,5.979999998636331838e+03,0.000000000000000000e+00
5.989999998628863978e+03,5.989999998628863978e+03,0.000000000000000000e+00
5.999999998621384293e+03,5.999999998621384293e+03,0.000000000000000000e+00
6.009999998613891876e+03,6.009999998613891876e+03,0.000000000000000000e+00
6.019999998606386725e+03,6.019999998606386725e+03,0.000000000000000000e+00
6.029999998598869752e+03,6.029999998598869752e+03,0.000000000000000000e+00
6.039999998591340045e+03,6.039999998591340045e+03,0.000000000000000000e+00
6.049999998583797606e+03,6.049999998583797606e+03,0.000000000000000000e+00
6.059999998576243343e+03,6.059999998576243343e+03,0.000000000000000000e+00
6.069999998568677256e+03,6.069999998568677256e+03,0.000000000000000000e+00
6.079999998561098437e+03,6.079999998561098437e+03,0.000000000000000000e+00
6.089999998553507794e+03,6.089999998553507794e+03,0.000000000000000000e+00
6.099999998545904418e+03,6.099999998545904418e+03,0.000000000000000000e+00
6.109999998538289219e+03,6.109999998538289219e+03,0.000000000000000000e+00
6.119999998530662197e+03,6.119999998530662197e+03,0.000000000000000000e+00
6.129999998523023351e+03,6.129999998523023351e+03,0.000000000000000000e+00
6.139999998515372681e+03,6.139999998515372681e+03,0.000000000000000000e+00
6.149999998507710188e+03,6.149999998507710188e+03,0.000000000000000000e+00
6.159999998500035872e+03,6.159999998500035872e+03,0.000000000000000000e+00
6.169999998492349732e+03,6.169999998492349732e+03,0.000000000000000000e+00
6.179999998484651769e+03,6.179999998484651769e+03,0.000000000000000000e+00
6.189999998476941983e+03,6.189999998476941983e+03,0.000000000000000000e+00
6.199999998469220372e+03,6.199999998469220372e+03,0.000000000000000000e+00
6.209999998461486939e+03,6.209999998461486939e+03,0.000000000000000000e+00
6.219999998453741682e+03,6.219999998453741682e+03,0.000000000000000000e+00
6.229999998445984602e+03,6.229999998445984602e+03,0.000000000000000000e+00
6.239999998438216608e+03,6.239999998438216608e+03,0.000000000000000000e+00
6.249999998430436790e+03,6.249999998430436790e+03,0.000000000000000000e+00
6.259999998422645149e+03,6.259999998422645149e+03,0.000000000000000000e+00
6.269999998414842594e+03,6.269999998414842594e+03,0.000000000000000000e+00
6.279999998407028215e+03,6.279999998407028215e+03,0.000000000000000000e+00
6.289999998399202923e+03,6.289999998399202923e+03,0.000000000000000000e+00
6.299999998391365807e+03,6.299999998391365807e+03,0.000000000000000000e+00
6.309999998383517777e+03,6.309999998383517777e+03,0.000000000000000000e+00
6.319999998375657924e+03,6.319999998375657924e+03,0.000000000000000000e+00
6.329999998367787157e+03,6.329999998367787157e+03,0.000000000000000000e+00
6.339999998359905476e+03,6.339999998359905476e+03,0.000000000000000000e+00
6.349999998352012881e+03,6.349999998352012881e+03,0.000000000000000000e+00
6.359999998344108462e+03,6.359999998344108462e+03,0.000000000000000000e+00
6.369999998336193130e+03,6.369999998336193130e+03,0.000000000000000000e+00
6.379999998328266884e+03,6.379999998328266884e+03,0.000000000000000000e+00
6.389999998320329723e+03,6.389999998320329723e+03,0.000000000000000000e+00
6.399999998312381649e+03,6.399999998312381649e+03,0.000000000000000000e+00
6.409999998304422661e+03,6.409999998304422661e+03,0.000000000000000000e+00
6.419999998296452759e+03,6.419999998296452759e+03,0.000000000000000000e+00
6.429999998288471943e+03,6.429999998288471943e+03,0.000000000000000000e+00
6.439999998280480213e+03,6.439999998280480213e+03,0.000000000000000000e+00
6.449999998272477569e+03,6.449999998272477569e+03,0.000000000000000000e+00
6.459999998264464011e+03,6.459999998264464011e+03,0.000000000000000000e+00
6.469999998256439540e+03,6.469999998256439540e+03,0.000000000000000000e+00
6.479999998248404154e+03,6.479999998248404154e+03,0.000000000000000000e+00
6.489999998240358764e+03,6.489999998240358764e+03,0.000000000000000000e+00
6.499999998232302460e+03,6.499999998232302460e+03,0.000000000000000000e+00
6.509999998224235242e+03,6.509999998224235242e+03,0.000000000000000000e+00
6.519999998216158019e+03,6.519999998216158019e+03,0.000000000000000000e+00
6.529999998208069883e+03,6.529999998208069883e+03,0.000000000000000000e+00
6.539999998199970833e+03,6.539999998199970833e+03,0.000000000000000000e+00
6.549999998191861778e+03,6.549999998191861778e+03,0.000000000000000000e+00
6.559999998183741809e+03,6.559999998183741809e+03,0.000000000000000000e+00
6.569999998175611836e+03,6.569999998175611836e+03,0.000000000000000000e+00
6.579999998167470949e+03,6.579999998167470949e+03,0.000000000000000000e+00
6.589999998159320057e+03,6.589999998159320057e+03,0.000000000000000000e+00
6.599999998151159161e+03,6.599999998151159161e+03,0.000000000000000000e+00
6.609999998142987351e+03,6.609999998142987351e+03,0.000000000000000000e+00
6.619999998134805537e+03,6.619999998134805537e+03,0.000000000000000000e+00
6.629999998126613718e+03,6.629999998126613718e+03,0.000000000000000000e+00
6.639999998118411895e+03,6.639999998118411895e+03,0.000000000000000000e+00
6.649999998110199158e+03,6.649999998110199158e+03,0.000000000000000000e+00
6.659999998101976416e+03,6.659999998101976416e+03,0.000000000000000000e+00
6.669999998093743670e+03,6.669999998093743670e+03,0.000000000000000000e+00
6.679999998085500920e+03,6.679999998085500920e+03,0.000000000000000000e+00
6.689999998077248165e+03,6.689999998077248165e+03,0.000000000000000000e+00
6.699999998068985406e+03,6.699999998068985406e+03,0.000000000000000000e+00
6.709999998060712642e+03,6.709999998060712642e+03,0.000000000000000000e+00
6.719999998052429873e+03,6.719999998052429873e+03,0.000000000000000000e+00
6.729999998044137101e+03,6.729999998044137101e+03,0.000000000000000000e+00
6.739999998035834324e+03,6.739999998035834324e+03,0.000000000000000000e+00
6.749999998027521542e+03,6.749999998027521542e+03,0.000000000000000000e+00
6.759999998019199666e+03,6.759999998019199666e+03,0.000000000000000000e+00
6.769999998010867785e+03,6.769999998010867785e+03,0.000000000000000000e+00
6.779999998002525899e+03,6.779999998002525899e+03,0.000000000000000000e+00
6.789999997994174009e+03,6.789999997994174009e+03,0.000000000000000000e+00
6.799999997985813025e+03,6.799999997985813025e+03,0.000000000000000000e+00
6.809999997977442035e+03,6.809999997977442035e+03,0.000000000000000000e+00
6.819999997969061042e+03,6.819999997969061042e+03,0.000000000000000000e+00
6.829999997960670953e+03,6.829999997960670953e+03,0.000000000000000000e+00
6.839999997952270860e+03,6.839999997952270860e+03,0.000000000000000000e+00
6.849999997943860762e+03,6.849999997943860762e+03,0.000000000000000000e+00
6.859999997935441570e+03,6.859999997935441570e+03,0.000000000000000000e+00
6.869999997927012373e+03,6.869999997927012373e+03,0.000000000000000000e+00
6.879999997918574081e+03,6.879999997918574081e+03,0.000000000000000000e+00
